review,terms
i have have no problems with it unlike some hardware defects on past models,hardware
the keyboard be unsatisfactory,keyboard
either way,
i have to say since i bought my mac,
i wo not ever go back to any windows,windows
well,
no cost out of pocket,cost
i took it in to the apple store and guess what they fixed it,
i have used different laptops in the past and i have to rate this one way above the rest,
i love the mac so much better than my work pc,
engineering design and warranty be superior-covers damage from dropping the laptop,"engineering design,warranty"
the quality,quality
i recommend the macbook pro if you want the best laptop on the market,
much easier than any other computer i have ever owned,
the applications be also very easy to find and maneuver,applications
the large screen gives you the option to comfortably watch movies or tv shows on your computer instead of buying an additional tv for your dorm room,screen
small and light weight,
easy to use for beginners in the household,use
great laptop for school,
he be just approved to fix their crappy products,
he did not work for sony,
blue screen within a week,
4 laptop still did not work,work
they be not loud at all but i expected that,
the only thing that be not perfect about this netbook be the speakers,speakers
she have been on it non-stop ever since learning how to use it ,
bought for my daughter to take for starting college this fall ,
and do not have to worry about viruses,
never have a single problem,
i inspected the other netbooks and clearly their hinges be tighter and i even demonstrate the difference between my netbook and others,hinges
of course,
not to mention the fact that your mac comes fully loaded with all necessary basic programs,programs
did not work when shipped from walmartcom but went into a store and exchanged for a working laptop same make model ,work
it be so much fun to play with,
if this be an improvement in customer service then i would hate too see what it be before,customer service
6th week -they be not responding to my emails asking when they expect to dispatch the new unit,
numbers have an option to save your documents as microsoft compatible,numbers
pages,pages
which really eliminates the need for the actual,
all of the programs keynote,"programs,keynote"
